"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2921","TC_25 |Verify scroll up using 'Arrow' button and scroll down functionality","chromium","Wed Mar 25 01:56:22 UTC 2026","passed","Wed Mar 25 01:56:25 UTC 2026","Verify Scroll Up using 'Arrow' button and Scroll Down functionality","verifyScrollUpUsingArrowButtonAndScrollDown.spec.js","",""
"","1426","TC_21 |Verify add review on product","chromium","Wed Mar 25 01:55:06 UTC 2026","passed","Wed Mar 25 01:55:07 UTC 2026","Add review on product","addReviewOnProduct.spec.js","",""
"","2243","TC_04 |Verify logout user","chromium","Wed Mar 25 01:55:36 UTC 2026","passed","Wed Mar 25 01:55:38 UTC 2026","Logout User","logoutUser.spec.js","",""
"","1746","TC_07 |Verify test cases page","chromium","Wed Mar 25 01:56:13 UTC 2026","passed","Wed Mar 25 01:56:15 UTC 2026","Test Cases Page","testCasesPage.spec.js","",""
"","1868","TC_19 |Verify view and cart brand products","chromium","Wed Mar 25 01:56:27 UTC 2026","passed","Wed Mar 25 01:56:29 UTC 2026","View and Cart Brand Products","viewCartBrandProducts.spec.js","",""
"","2920","TC_26 |Verify scroll up without 'Arrow' button and scroll down functionality","chromium","Wed Mar 25 01:56:25 UTC 2026","passed","Wed Mar 25 01:56:27 UTC 2026","Verify Scroll Up without 'Arrow' button and Scroll Down functionality","verifyScrollUpWithoutArrowButtonAndScrollDown.spec.js","",""
"","3095","TC_12 | Verify add products in cart","chromium","Wed Mar 25 01:55:02 UTC 2026","passed","Wed Mar 25 01:55:05 UTC 2026","Add Products in Cart","addProductsInCartPage.spec.js","",""
"","4993","TC_16 |Verify Place Order: login before checkout","chromium","Wed Mar 25 01:55:52 UTC 2026","passed","Wed Mar 25 01:55:57 UTC 2026","Place Order: Register while Checkout","placeOrderRegisterWhileCheckoutPage.spec.js","",""
"","3977","TC_06 |Verify contact us form","chromium","Wed Mar 25 01:55:19 UTC 2026","passed","Wed Mar 25 01:55:23 UTC 2026","Contact Us Form","contactUsFormPage.spec.js","",""
"","4319","TC_01 |Verify register user","chromium","Wed Mar 25 01:55:57 UTC 2026","passed","Wed Mar 25 01:56:02 UTC 2026","Register User","registerUserPage.spec.js","",""
