"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1402","TC_21 |Verify add review on product","chromium","Tue Mar 24 01:05:29 UTC 2026","passed","Tue Mar 24 01:05:30 UTC 2026","Add review on product","addReviewOnProduct.spec.js","",""
"","1210","TC_06 |Verify contact us form","chromium","Tue Mar 24 01:05:45 UTC 2026","failed","Tue Mar 24 01:05:46 UTC 2026","Contact Us Form","contactUsFormPage.spec.js","",""
"","1065","TC_03 |Verify login user with incorrect email and password","chromium","Tue Mar 24 01:05:57 UTC 2026","passed","Tue Mar 24 01:05:58 UTC 2026","Login User with incorrect email and password","loginUserWithIncorrectEmail.spec.js","",""
"","1189","TC_05 |Verify register user with existing email","chromium","Tue Mar 24 01:06:23 UTC 2026","passed","Tue Mar 24 01:06:24 UTC 2026","Register User with existing email","registerUserWithExistingEmail.spec.js","",""
"","6933","TC_14 |Verify Place Order: register while checkout","chromium","Tue Mar 24 01:06:00 UTC 2026","passed","Tue Mar 24 01:06:07 UTC 2026","Place Order: Register while Checkout","placeOrderRegisterWhileCheckoutPage.spec.js","",""
"","1580","TC_02 |Verify login user with correct email and password","chromium","Tue Mar 24 01:05:55 UTC 2026","passed","Tue Mar 24 01:05:57 UTC 2026","Login User with correct email and password","loginUserWithCorrectEmailAndPassword.spec.js","",""
"","1901","TC_04 |Verify logout user","chromium","Tue Mar 24 01:05:58 UTC 2026","passed","Tue Mar 24 01:06:00 UTC 2026","Logout User","logoutUser.spec.js","",""
"","2162","TC_17 |Verify remove products from cart","chromium","Tue Mar 24 01:06:24 UTC 2026","passed","Tue Mar 24 01:06:26 UTC 2026","Remove Products From Cart","removeProductsFromCartPage.spec.js","",""
"","1652","TC_19 |Verify view and cart brand products","chromium","Tue Mar 24 01:06:42 UTC 2026","passed","Tue Mar 24 01:06:44 UTC 2026","View and Cart Brand Products","viewCartBrandProducts.spec.js","",""
"","7873","TC_22 |Verify add to cart from recommended items","chromium","Tue Mar 24 01:05:30 UTC 2026","passed","Tue Mar 24 01:05:38 UTC 2026","Add to cart from Recommended items","addToCartFromRecommendedItems.spec.js","",""
"","1677","TC_08 |Verify all products and product detail page","chromium","Tue Mar 24 01:05:38 UTC 2026","passed","Tue Mar 24 01:05:40 UTC 2026","Verify All Products and product detail page","allProductsAndProductsDetailPage.spec.js","",""
"","2751","TC_25 |Verify scroll up using 'Arrow' button and scroll down functionality","chromium","Tue Mar 24 01:06:37 UTC 2026","passed","Tue Mar 24 01:06:39 UTC 2026","Verify Scroll Up using 'Arrow' button and Scroll Down functionality","verifyScrollUpUsingArrowButtonAndScrollDown.spec.js","",""
"","5298","TC_16 |Verify Place Order: login before checkout","chromium","Tue Mar 24 01:06:13 UTC 2026","passed","Tue Mar 24 01:06:18 UTC 2026","Place Order: Register while Checkout","placeOrderRegisterWhileCheckoutPage.spec.js","",""
"","1117","TC_11 | Verify subscription in cart page","chromium","Tue Mar 24 01:05:40 UTC 2026","passed","Tue Mar 24 01:05:41 UTC 2026","Verify Subscription in Cart page","cartPage.spec.js","",""
"","6377","TC_24 |Verify download invoice after purchase order","chromium","Tue Mar 24 01:05:47 UTC 2026","passed","Tue Mar 24 01:05:54 UTC 2026","Download Invoice after purchase order","downloadInvoiceAfterPurchaseOrder.spec.js","",""
"","4756","TC_01 |Verify register user","chromium","Tue Mar 24 01:06:18 UTC 2026","passed","Tue Mar 24 01:06:23 UTC 2026","Register User","registerUserPage.spec.js","",""
