"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1079","TC_10 | Verify subscription in home page","chromium","Wed Mar 25 01:35:37 UTC 2026","passed","Wed Mar 25 01:35:39 UTC 2026","Verify Subscription in home page","homePage.spec.js","",""
"","902","TC_07 |Verify test cases page","chromium","Wed Mar 25 01:36:20 UTC 2026","passed","Wed Mar 25 01:36:21 UTC 2026","Test Cases Page","testCasesPage.spec.js","",""
"","2846","TC_26 |Verify scroll up without 'Arrow' button and scroll down functionality","chromium","Wed Mar 25 01:36:30 UTC 2026","passed","Wed Mar 25 01:36:33 UTC 2026","Verify Scroll Up without 'Arrow' button and Scroll Down functionality","verifyScrollUpWithoutArrowButtonAndScrollDown.spec.js","",""
"","4046","TC_20 |Verify search products and verify cart after login","chromium","Wed Mar 25 01:36:16 UTC 2026","passed","Wed Mar 25 01:36:20 UTC 2026","Search Products and Verify Cart After Login","searchProductsAndVerifyCartAfterLogin.spec.js","",""
"","1615","TC_08 |Verify all products and product detail page","chromium","Wed Mar 25 01:35:21 UTC 2026","passed","Wed Mar 25 01:35:23 UTC 2026","Verify All Products and product detail page","allProductsAndProductsDetailPage.spec.js","",""
"","1147","TC_11 | Verify subscription in cart page","chromium","Wed Mar 25 01:35:23 UTC 2026","passed","Wed Mar 25 01:35:24 UTC 2026","Verify Subscription in Cart page","cartPage.spec.js","",""
"","1953","TC_02 |Verify login user with correct email and password","chromium","Wed Mar 25 01:35:39 UTC 2026","passed","Wed Mar 25 01:35:40 UTC 2026","Login User with correct email and password","loginUserWithCorrectEmailAndPassword.spec.js","",""
"","1278","TC_06 |Verify contact us form","chromium","Wed Mar 25 01:35:28 UTC 2026","failed","Wed Mar 25 01:35:30 UTC 2026","Contact Us Form","contactUsFormPage.spec.js","",""
"","1944","TC_13 |Verify product quantity in cart","chromium","Wed Mar 25 01:36:25 UTC 2026","passed","Wed Mar 25 01:36:27 UTC 2026","Product quantity in Cart","verifyProductQuantityInCartPage.spec.js","",""
"","2180","TC_04 |Verify logout user","chromium","Wed Mar 25 01:35:42 UTC 2026","passed","Wed Mar 25 01:35:44 UTC 2026","Logout User","logoutUser.spec.js","",""
